-----
{
 "description": "This data provides district-wise allocation, release and expenditure of National Rural Drinking Water Programme (NRDWP) fund all over India for 2012-13 (Upto February '13).", 
 "file_name": "DISTRICT_WISE_ALLOCATION_RELEASE_EXPEND_FY12-13_TILL_FEB_13.xls", 
 "title": "District-Wise Allocation / Release And Expenditure of NRDWP Fund for 2012-2013 ", 
 "url": "http://data.gov.in/sites/default/files/DISTRICT_WISE_ALLOCATION_RELEASE_EXPEND_FY12-13_TILL_FEB_13.xls"
}
-----
"State Name","District Name","Opening Balance (Rs. in Crores)","Allocation Total (Rs. in Crores)","Allocation Central (Rs. in Crores)","Allocation State (Rs. in Crores)","Release Total (Rs. in Crores)","Release Central (Rs. in Crores)","Release State (Rs. in Crores)","Expenditure Total (Rs. in Crores)","Expenditure Central (Rs. in Crores)","Expenditure State (Rs. in Crores)"
"ANDHRA PRADESH","WEST GODAVARI(05)",0.0,0.0,0.0,0.0,43.31,25.86,17.45,22.94,18.16,4.77
"ARUNACHAL PRADESH","StateHQ(ARUNACHAL PRADESH)",0.0,0.0,0.0,0.0,1.61,1.61,0.0,1.26,1.26,0.0
"ARUNACHAL PRADESH","ANJAW",0.0,1.51,1.51,0.0,7.32,6.54,0.79,3.22,3.22,0.0
"ARUNACHAL PRADESH","CHANGLANG",0.0,3.58,3.58,0.0,17.09,15.71,1.38,9.0,9.0,0.0
"ARUNACHAL PRADESH","DIBANG VALLEY",0.0,1.53,1.53,0.0,8.57,7.84,0.73,3.15,3.15,0.0
"ARUNACHAL PRADESH","EAST KAMENG",0.0,2.13,2.13,0.0,13.5,12.69,0.8,6.78,6.78,0.0
"ARUNACHAL PRADESH","EAST SIANG",0.0,3.02,3.02,0.0,15.28,14.4,0.88,6.53,6.53,0.0
"ARUNACHAL PRADESH","KURUNG KUMEY",0.0,2.22,2.22,0.0,13.81,12.56,1.25,6.51,6.51,0.0
"ARUNACHAL PRADESH","LOHIT",0.0,3.25,3.25,0.0,18.58,16.46,2.11,8.57,8.57,0.0
"ARUNACHAL PRADESH","LOWER DIBANG VALLEY",0.0,2.31,2.31,0.0,10.52,9.54,0.98,3.44,3.44,0.0
"ARUNACHAL PRADESH","LOWER SUBANSIRI",0.0,1.77,1.77,0.0,13.61,12.37,1.24,6.52,6.52,0.0
"ARUNACHAL PRADESH","PAPUM PARE (ITANAGAR)",0.0,3.89,3.89,0.0,30.51,27.56,2.95,10.34,10.34,0.0
"ARUNACHAL PRADESH","TAWANG",0.0,1.79,1.79,0.0,12.36,11.35,1.01,5.36,5.36,0.0
"ARUNACHAL PRADESH","TIRAP",0.0,3.26,3.26,0.0,15.95,14.76,1.2,7.95,7.95,0.0
"ARUNACHAL PRADESH","UPPER SIANG",0.0,2.04,2.04,0.0,11.13,10.32,0.81,5.97,5.97,0.0
"ARUNACHAL PRADESH","UPPER SUBANSIRI",0.0,2.82,2.82,0.0,13.77,12.66,1.11,7.19,7.19,0.0
"ARUNACHAL PRADESH","WEST KAMENG",0.0,2.04,2.04,0.0,13.52,12.77,0.75,6.9,6.9,0.0
"ARUNACHAL PRADESH","WEST SIANG",0.0,3.45,3.45,0.0,19.94,17.94,2.01,8.12,8.12,0.0
"ASSAM","StateHQ(ASSAM)",0.0,0.0,0.0,0.0,27.02,27.02,0.0,18.01,18.01,0.0
"ASSAM","BAKSHA",0.0,0.0,0.0,0.0,8.85,6.98,1.87,6.93,6.93,0.0
"ASSAM","BARPETA",0.0,0.0,0.0,0.0,8.55,6.6,1.94,7.22,6.43,0.79
"ASSAM","BONGAIGAON",0.0,0.0,0.0,0.0,8.18,5.21,2.97,6.89,5.2,1.69
"ASSAM","CACHAR",0.0,0.0,0.0,0.0,31.05,24.63,6.43,28.56,24.51,4.06
"ASSAM","CHIRANG",0.0,0.0,0.0,0.0,2.98,2.98,0.0,2.92,2.92,0.0
"ASSAM","DARRANG",0.0,0.0,0.0,0.0,9.86,8.11,1.75,8.23,7.53,0.7
"ASSAM","DHEMAJI",0.0,0.0,0.0,0.0,7.34,5.08,2.25,6.32,4.92,1.41
"ASSAM","DHUBRI",0.0,0.0,0.0,0.0,10.66,6.96,3.7,9.2,6.63,2.57
"ASSAM","DIBRUGARH",0.0,0.0,0.0,0.0,12.18,8.79,3.39,4.58,3.68,0.9
"ASSAM","GOALPARA",0.0,0.0,0.0,0.0,13.85,8.47,5.38,9.64,8.44,1.21
"ASSAM","GOLAGHAT",0.0,0.0,0.0,0.0,38.58,29.14,9.45,30.83,28.94,1.89
"ASSAM","HAILAKANDI",0.0,0.0,0.0,0.0,36.09,18.04,18.06,24.66,18.04,6.62
"ASSAM","JORHAT",0.0,0.0,0.0,0.0,44.32,31.4,12.92,35.77,31.35,4.42
"ASSAM","KAMRUP",0.0,0.0,0.0,0.0,304.26,263.15,41.11,208.53,197.69,10.84
"ASSAM","KARBI ANGLONG",0.0,0.0,0.0,0.0,17.91,17.91,0.0,9.65,9.65,0.0
"ASSAM","KARIMGANJ",0.0,0.0,0.0,0.0,21.18,17.08,4.09,20.21,17.05,3.15
"ASSAM","KOKRAJHAR",0.0,0.0,0.0,0.0,5.09,5.04,0.05,4.91,4.91,0.0
"ASSAM","LAKHIMPUR",0.0,0.0,0.0,0.0,6.63,5.08,1.55,5.56,4.52,1.04
"ASSAM","MARIGAON",0.0,0.0,0.0,0.0,9.22,7.41,1.81,6.63,5.86,0.77
"ASSAM","NAGAON",0.0,0.0,0.0,0.0,26.1,17.48,8.63,16.11,15.24,0.86
"ASSAM","NALBARI",0.0,0.0,0.0,0.0,8.38,5.76,2.62,7.2,5.59,1.61
"ASSAM","NORTH CACHAR HILLS",0.0,0.0,0.0,0.0,2.86,2.86,0.0,0.06,0.06,0.0
"ASSAM","SIBSAGAR",0.0,0.0,0.0,0.0,21.89,16.45,5.44,20.04,16.31,3.73
"ASSAM","SONITPUR",0.0,0.0,0.0,0.0,27.56,20.15,7.41,25.02,20.03,5.0
"ASSAM","TINSUKIA",0.0,0.0,0.0,0.0,5.79,3.61,2.18,3.8,2.4,1.39
"ASSAM","UDALGURI",0.0,0.0,0.0,0.0,7.47,6.47,1.01,6.46,6.46,0.0
"BIHAR","StateHQ(BIHAR)",5.0,0.0,0.0,0.0,11.0,11.0,0.0,8.89,8.89,0.0
"BIHAR","ARARIA",1.07,0.0,0.0,0.0,10.4,2.19,8.21,4.19,2.25,1.94
"BIHAR","ARWAL",0.73,0.0,0.0,0.0,4.13,1.9,2.23,1.96,1.76,0.2
"BIHAR","AURANGABAD",1.53,0.0,0.0,0.0,13.26,7.86,5.39,6.88,6.24,0.64
"BIHAR","BANKA",2.04,0.0,0.0,0.0,12.61,6.29,6.32,8.93,7.52,1.41
"BIHAR","BEGUSARAI",2.35,0.0,0.0,0.0,15.05,3.61,11.44,7.6,4.07,3.53
"BIHAR","BHAGALPUR",7.5,0.0,0.0,0.0,31.07,16.3,14.77,19.62,18.68,0.94
"BIHAR","BHOJPUR(AARA)",3.54,0.0,0.0,0.0,11.25,5.81,5.45,7.55,7.23,0.32
"BIHAR","BUXAR",0.39,0.0,0.0,0.0,8.75,5.26,3.49,3.5,3.46,0.04
"BIHAR","DARBHANGA",0.0,0.0,0.0,0.0,20.44,14.39,6.05,10.08,9.41,0.67
"BIHAR","GAYA",4.98,0.0,0.0,0.0,22.98,12.71,10.28,14.32,14.32,0.0
"BIHAR","GOPALGANJ",0.0,0.0,0.0,0.0,10.02,5.97,4.04,6.44,5.02,1.42
"BIHAR","JAMUI",0.16,0.0,0.0,0.0,11.1,7.41,3.69,5.86,5.55,0.31
"BIHAR","JEHANABAD",1.08,0.0,0.0,0.0,9.81,5.2,4.6,4.84,4.36,0.48
"BIHAR","KAIMUR (BHABUA)",0.74,0.0,0.0,0.0,9.69,5.64,4.05,5.41,5.14,0.27
"BIHAR","KATIHAR",0.52,0.0,0.0,0.0,9.5,4.61,4.89,5.98,4.31,1.68
"BIHAR","KHAGARIA",0.45,0.0,0.0,0.0,6.72,2.02,4.69,2.13,2.0,0.13
"BIHAR","KISHANGANJ",0.34,0.0,0.0,0.0,13.63,5.99,7.64,7.86,5.92,1.94
"BIHAR","LAKHISARAI",1.5,0.0,0.0,0.0,12.33,8.72,3.61,7.22,6.73,0.49
"BIHAR","MADHEPURA",1.1,0.0,0.0,0.0,13.18,4.47,8.71,7.33,4.42,2.91
"BIHAR","MADHUBANI",0.5,0.0,0.0,0.0,24.47,16.9,7.57,15.19,12.98,2.21
"BIHAR","MUNGER",2.56,0.0,0.0,0.0,14.46,9.54,4.91,9.53,7.12,2.41
"BIHAR","MUZAFFARPUR",2.61,0.0,0.0,0.0,10.83,4.49,6.35,7.93,5.49,2.44
"BIHAR","NALANDA",3.83,0.0,0.0,0.0,21.59,11.46,10.13,14.36,12.93,1.43
"BIHAR","NAWADA",2.93,0.0,0.0,0.0,10.75,5.83,4.92,6.94,6.69,0.25
"BIHAR","PASHCHIM CHAMPARAN",2.15,0.0,0.0,0.0,9.46,4.18,5.27,6.27,5.97,0.3
"BIHAR","PATNA",4.47,0.0,0.0,0.0,26.89,13.82,13.07,16.1,13.58,2.52
"BIHAR","PURBA CHAMPARAN (MOTIHARI)",2.13,0.0,0.0,0.0,19.06,12.55,6.51,12.94,11.71,1.23
"BIHAR","PURNIA",0.76,0.0,0.0,0.0,15.2,3.92,11.28,4.81,4.06,0.75
"BIHAR","ROHTAS",3.52,0.0,0.0,0.0,15.93,9.31,6.63,11.27,10.9,0.37
"BIHAR","SAHARSA",0.66,0.0,0.0,0.0,9.89,4.85,5.04,7.02,4.67,2.35
"BIHAR","SAMASTIPUR",1.23,0.0,0.0,0.0,19.02,11.67,7.35,11.28,10.52,0.76
"BIHAR","SARAN",0.92,0.0,0.0,0.0,14.71,8.77,5.94,7.46,7.13,0.33
"BIHAR","SHEIKHPURA",0.91,0.0,0.0,0.0,9.32,7.0,2.32,6.7,6.52,0.18
"BIHAR","SHEOHAR",0.11,0.0,0.0,0.0,2.63,1.67,0.96,1.41,1.15,0.26
"BIHAR","SITAMARHI",1.32,0.0,0.0,0.0,8.49,5.13,3.36,4.01,3.87,0.14
"BIHAR","SIWAN",0.08,0.0,0.0,0.0,11.78,8.25,3.53,6.98,6.4,0.57
"BIHAR","SUPAUL",0.91,0.0,0.0,0.0,15.26,6.25,9.02,5.9,5.3,0.6
"BIHAR","VAISHALI",3.92,0.0,0.0,0.0,18.76,12.68,6.08,13.47,12.98,0.49
"CHANDIGARH","StateHQ(CHANDIGARH)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHANDIGARH","CHANDIGARH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHATTISGARH","StateHQ(CHATTISGARH)",0.0,0.0,0.0,0.0,2.4,2.4,0.0,1.57,1.57,0.0
"CHATTISGARH","BALOD",0.0,0.0,0.0,0.0,10.51,6.24,4.27,6.34,4.15,2.19
"CHATTISGARH","BALODA BAZAR",0.0,0.0,0.0,0.0,10.04,5.65,4.39,4.68,3.0,1.68
"CHATTISGARH","BALRAMPUR",0.0,0.0,0.0,0.0,9.02,5.15,3.88,4.6,2.75,1.84
"CHATTISGARH","BASTAR",0.0,0.0,0.0,0.0,19.21,10.95,8.26,5.32,3.98,1.34
"CHATTISGARH","BEMETARA",0.0,0.0,0.0,0.0,10.14,5.97,4.17,4.23,2.75,1.48
"CHATTISGARH","BIJAPUR",0.0,0.0,0.0,0.0,6.88,4.04,2.84,2.17,1.49,0.68
"CHATTISGARH","BILASPUR",0.0,0.0,0.0,0.0,15.96,9.2,6.76,8.68,5.78,2.91
"CHATTISGARH","DANTEWADA",0.0,0.0,0.0,0.0,7.29,4.47,2.82,2.04,1.89,0.15
"CHATTISGARH","DHAMTARI",0.0,0.0,0.0,0.0,11.52,6.22,5.31,6.13,3.39,2.74
"CHATTISGARH","DURG",0.0,0.0,0.0,0.0,11.87,7.77,4.1,4.95,4.49,0.46
"CHATTISGARH","GARIYABAND",0.0,0.0,0.0,0.0,11.66,7.22,4.45,5.85,3.83,2.02
"CHATTISGARH","JANJGIR-CHAMPA",0.0,0.0,0.0,0.0,14.76,9.19,5.58,7.23,5.7,1.53
"CHATTISGARH","JASHPUR",0.0,0.0,0.0,0.0,15.4,8.91,6.49,8.66,5.38,3.28
"CHATTISGARH","KANKER",0.0,0.0,0.0,0.0,11.55,6.35,5.21,5.36,3.25,2.1
"CHATTISGARH","KAWARDHA",0.0,0.0,0.0,0.0,12.02,7.29,4.73,6.2,5.04,1.16
"CHATTISGARH","KONDAGAON",0.0,0.0,0.0,0.0,9.09,5.33,3.76,3.21,2.38,0.82
"CHATTISGARH","KORBA",0.0,0.0,0.0,0.0,10.59,6.52,4.07,4.85,3.12,1.73
"CHATTISGARH","KORIYA",0.0,0.0,0.0,0.0,10.09,6.15,3.94,4.78,3.57,1.21
"CHATTISGARH","MAHASAMUND",0.0,0.0,0.0,0.0,9.02,5.05,3.97,4.61,3.15,1.45
"CHATTISGARH","MUNGELI",0.0,0.0,0.0,0.0,7.0,4.28,2.72,3.3,2.47,0.83
"CHATTISGARH","NARAYANPUR",0.0,0.0,0.0,0.0,5.91,3.57,2.34,1.74,1.55,0.18
"CHATTISGARH","RAIGARH",0.0,0.0,0.0,0.0,20.28,11.68,8.61,10.37,6.25,4.12
"CHATTISGARH","RAIPUR",0.0,0.0,0.0,0.0,23.94,12.23,11.71,15.89,9.01,6.88
"CHATTISGARH","RAJNANDAGON",0.0,0.0,0.0,0.0,23.58,13.97,9.61,10.84,7.28,3.56
"CHATTISGARH","SUKMA",0.0,0.0,0.0,0.0,6.13,3.5,2.64,1.2,1.15,0.05
"CHATTISGARH","SURAJPUR",0.0,0.0,0.0,0.0,8.94,5.29,3.66,4.9,3.04,1.85
"CHATTISGARH","SURGUJA",0.0,0.0,0.0,0.0,15.43,9.75,5.69,8.2,6.3,1.9
"DADRA and NAGAR HAVELI","StateHQ(DADRA and NAGAR HAVELI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DADRA and NAGAR HAVELI","DADRA AND NAGAR HAVELI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DAMAN and DIU","StateHQ(DAMAN and DIU)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DAMAN and DIU","DAMAN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DAMAN and DIU","DIU",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DELHI","StateHQ(DELHI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DELHI","CENTRAL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DELHI","EAST   ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DELHI","NEW DELHI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DELHI","NORTH   ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DELHI","NORTH EAST   ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DELHI","NORTH WEST   ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DELHI","SOUTH  ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DELHI","SOUTH WEST   ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DELHI","WEST   ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOA","StateHQ(GOA)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOA","NORTH GOA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOA","SOUTH GOA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","StateHQ(GUJARAT)",0.0,0.0,0.0,0.0,3.7,3.7,0.0,2.09,2.09,0.0
"GUJARAT","AHMADABAD",0.0,0.0,0.0,0.0,32.4,3.09,29.31,16.31,2.65,13.65
"GUJARAT","AMRELI",0.0,0.0,0.0,0.0,8.16,1.58,6.58,3.31,0.97,2.34
"GUJARAT","ANAND  ",0.0,0.0,0.0,0.0,40.33,21.7,18.63,29.77,17.54,12.23
"GUJARAT","BANAS KANTHA",0.0,0.0,0.0,0.0,147.61,92.64,54.97,74.24,52.49,21.75
"GUJARAT","BHARUCH",0.0,0.0,0.0,0.0,44.52,21.71,22.81,35.92,18.75,17.16
"GUJARAT","BHAVNAGAR",0.0,0.0,0.0,0.0,366.02,187.21,178.81,336.61,181.62,154.99
"GUJARAT","DANG",0.0,0.0,0.0,0.0,16.23,2.33,13.91,10.65,1.58,9.07
"GUJARAT","DOHAD  ",0.0,0.0,0.0,0.0,73.88,6.59,67.29,40.8,6.31,34.49
"GUJARAT","GANDHINAGAR",0.0,0.0,0.0,0.0,15.59,2.77,12.81,3.38,1.47,1.91
"GUJARAT","JAMNAGAR",0.0,0.0,0.0,0.0,43.63,11.1,32.53,16.08,6.62,9.43
"GUJARAT","JUNAGADH",0.0,0.0,0.0,0.0,129.74,28.45,101.29,88.33,12.27,76.06
"GUJARAT","KACHCHH",0.0,0.0,0.0,0.0,252.75,162.76,89.99,164.78,151.99,12.79
"GUJARAT","KHEDA",0.0,13.0,0.0,13.0,37.67,9.26,28.41,17.06,8.68,8.38
"GUJARAT","MAHESANA",0.0,0.0,0.0,0.0,60.68,3.24,57.44,53.84,3.1,50.74
"GUJARAT","NARMADA  ",0.0,20.88,0.0,20.88,13.38,6.02,7.36,6.49,2.93,3.57
"GUJARAT","NAVSARI  ",0.0,0.0,0.0,0.0,20.11,7.3,12.81,16.73,7.0,9.73
"GUJARAT","PANCH MAHALS",0.0,60.0,0.0,60.0,45.35,9.52,35.83,27.38,7.5,19.88
"GUJARAT","PATAN  ",0.0,0.0,0.0,0.0,21.78,4.35,17.43,10.6,3.73,6.87
"GUJARAT","PORBANDAR  ",0.0,0.0,0.0,0.0,25.58,14.69,10.89,22.36,12.88,9.47
"GUJARAT","RAJKOT",0.0,0.0,0.0,0.0,347.5,33.02,314.48,265.43,31.49,233.94
"GUJARAT","SABAR KANTHA",0.0,0.0,0.0,0.0,93.37,62.36,31.01,58.88,40.09,18.79
"GUJARAT","SURAT",0.0,0.0,0.0,0.0,37.09,9.63,27.46,24.61,6.65,17.96
"GUJARAT","SURENDRANAGAR",0.0,0.0,0.0,0.0,55.6,24.48,31.12,26.06,10.55,15.51
"GUJARAT","TAPI",0.0,0.0,0.0,0.0,41.1,4.25,36.85,28.45,3.07,25.37
"GUJARAT","VADODARA",0.0,67.0,0.5,66.5,46.84,29.22,17.62,34.69,18.88,15.81
"GUJARAT","VALSAD",0.0,0.0,0.0,0.0,18.73,7.61,11.12,12.67,5.92,6.75
"HARYANA","StateHQ(HARYANA)",0.0,0.0,0.0,0.0,0.86,0.86,0.0,0.86,0.86,0.0
"HARYANA","AMBALA",0.0,0.0,0.0,0.0,18.37,7.32,11.05,14.02,5.57,8.44
"HARYANA","BHIWANI",0.0,0.0,0.0,0.0,113.31,76.46,36.85,91.39,65.5,25.89
"HARYANA","FARIDABAD",0.0,0.0,0.0,0.0,10.66,3.06,7.61,7.9,3.01,4.88
"HARYANA","FATEHABAD ",0.0,0.0,0.0,0.0,9.09,2.84,6.25,2.45,0.61,1.84
"HARYANA","GURGAON",0.0,0.0,0.0,0.0,21.6,9.77,11.83,16.71,7.93,8.78
"HARYANA","HISAR",0.0,0.0,0.0,0.0,48.03,18.5,29.53,34.83,15.11,19.73
"HARYANA","JHAJJAR ",0.0,0.0,0.0,0.0,44.95,27.95,16.99,27.7,22.33,5.37
"HARYANA","JIND",0.0,0.0,0.0,0.0,31.22,16.14,15.08,21.88,12.32,9.56
"HARYANA","KAITHAL",0.0,0.0,0.0,0.0,27.42,17.97,9.44,18.64,14.14,4.5
"HARYANA","KARNAL",0.0,0.0,0.0,0.0,19.27,9.56,9.71,12.91,9.54,3.37
"HARYANA","KURUKSHETRA",0.0,0.0,0.0,0.0,11.04,3.53,7.51,5.48,3.51,1.97
"HARYANA","MAHENDRAGARH",0.0,0.0,0.0,0.0,75.88,9.04,66.83,48.34,4.35,43.99
"HARYANA","MEWAT",0.0,0.0,0.0,0.0,11.48,1.04,10.44,5.35,0.55,4.8
"HARYANA","PALWAL",0.0,0.0,0.0,0.0,29.48,16.55,12.93,18.7,11.07,7.63
"HARYANA","PANCHKULA ",0.0,0.0,0.0,0.0,21.95,7.81,14.14,11.55,3.73,7.82
"HARYANA","PANIPAT",0.0,0.0,0.0,0.0,17.44,8.75,8.7,9.96,6.57,3.38
"HARYANA","REWARI",0.0,0.0,0.0,0.0,33.73,9.87,23.86,25.17,4.59,20.58
"HARYANA","ROHTAK",0.0,0.0,0.0,0.0,31.81,17.85,13.96,24.68,15.38,9.3
"HARYANA","SIRSA",0.0,0.0,0.0,0.0,18.54,8.18,10.36,16.11,7.71,8.4
"HARYANA","SONIPAT",0.0,0.0,0.0,0.0,26.49,11.17,15.32,17.83,9.31,8.52
"HARYANA","YAMUNANAGAR",0.0,0.0,0.0,0.0,18.53,6.19,12.34,11.8,3.89,7.91
"HIMACHAL PRADESH","StateHQ(HIMACHAL PRADESH)",0.0,0.0,0.0,0.0,2.53,2.53,0.0,1.11,1.11,0.0
"HIMACHAL PRADESH","BILASPUR",3.02,48.43,7.01,41.42,48.7,7.28,41.42,8.14,5.94,2.19
"HIMACHAL PRADESH","CHAMBA",2.91,12.74,4.85,7.89,13.27,5.39,7.89,9.53,4.83,4.7
"HIMACHAL PRADESH","HAMIRPUR",3.83,14.56,5.58,8.98,15.03,6.05,8.98,10.32,6.0,4.32
"HIMACHAL PRADESH","KANGRA",11.49,46.96,12.82,34.14,47.94,13.8,34.14,24.67,16.66,8.01
"HIMACHAL PRADESH","KINNAUR",2.55,0.5,0.0,0.5,0.63,0.13,0.5,2.88,2.57,0.31
"HIMACHAL PRADESH","KULLU",2.44,9.29,4.29,5.0,9.59,4.6,5.0,6.05,4.27,1.78
"HIMACHAL PRADESH","LAHUL AND SPITI",0.0,1.01,0.0,1.01,1.13,0.12,1.01,0.02,0.02,0.0
"HIMACHAL PRADESH","MANDI",10.18,48.01,20.91,27.1,48.97,21.87,27.1,32.94,18.58,14.36
"HIMACHAL PRADESH","SHIMLA",10.1,25.67,16.18,9.5,26.32,16.83,9.5,19.19,16.71,2.49
"HIMACHAL PRADESH","SIRMAUR",4.53,19.75,9.91,9.84,20.22,10.38,9.84,10.09,8.39,1.7
"HIMACHAL PRADESH","SOLAN",4.62,15.72,7.33,8.38,16.14,7.76,8.38,8.03,7.57,0.46
"HIMACHAL PRADESH","UNA",1.97,10.91,2.02,8.89,11.33,2.44,8.89,5.6,2.91,2.69
"JAMMU AND KASHMIR","StateHQ(JAMMU AND KASHMIR)",0.0,0.0,0.0,0.0,1.21,1.21,0.0,0.19,0.19,0.0
"JAMMU AND KASHMIR","ANANTNAG",0.0,0.0,0.0,0.0,29.6,26.69,2.92,19.7,17.37,2.34
"JAMMU AND KASHMIR","BANDIPORA",0.0,0.0,0.0,0.0,28.61,27.28,1.34,13.12,12.59,0.54
"JAMMU AND KASHMIR","BARAMULLA",0.0,0.0,0.0,0.0,36.4,33.57,2.84,21.53,19.04,2.49
