"Mar'06",140.5,102.7,120.7,151.0,102.9,115.7,115.3,119.8,115.1,104.5,117.2,126.2,134.5,149.2,192.1,218.4,150.3,166.6,121.5,142.4,132.9,109.8,118.85,130.223950013,111.826755723,126.715885346
"Apr'06",96.7,94.6,110.9,117.7,101.7,95.9,106.8,118.4,100.0,93.2,113.8,116.8,123.3,108.0,130.6,154.3,114.8,216.4,75.3,115.2,114.4,89.5,103.05,109.888554715,109.104657064,108.839553642
"May'06",101.7,103.6,115.2,126.9,108.0,123.8,112.8,120.9,107.5,103.2,122.0,116.0,125.2,118.0,134.8,148.9,121.8,222.5,96.7,130.7,130.2,90.6,106.54,116.536396229,113.688491367,114.827416549
"Jun'06",100.4,105.4,111.6,129.3,105.6,118.9,110.6,118.5,110.0,107.2,118.1,115.6,123.2,126.0,139.7,136.4,126.3,228.0,109.3,123.9,124.8,98.7,102.7,117.050608397,109.233404973,114.212570061
"Jul'06",102.6,104.9,118.2,132.1,104.1,124.7,117.0,122.8,114.2,108.7,112.4,114.3,129.2,124.7,129.7,108.8,127.1,288.6,102.2,137.7,126.1,137.4,100.36,121.764299779,110.813121387,117.604369496
"Aug'06",92.6,108.9,118.9,124.9,105.0,121.0,112.7,121.1,109.4,105.6,112.5,106.9,129.3,131.1,137.6,151.6,126.3,300.8,100.6,132.7,120.6,113.1,91.98,118.89419787,110.960261856,114.265490038
"Sep'06",95.3,101.0,118.3,132.7,107.1,116.5,112.5,120.6,108.9,114.5,118.5,113.7,126.7,137.1,150.4,182.8,137.9,314.0,105.4,134.9,144.0,122.4,97.61,123.047025416,110.749769242,118.177320781
"Oct'06",93.6,95.7,111.4,111.6,90.8,119.0,107.4,122.7,114.6,111.4,103.8,117.0,131.3,120.1,141.1,134.5,117.9,351.7,76.2,127.7,139.5,125.5,106.28,119.90740603,117.009369987,117.67921276
"Nov'06",135.7,110.5,120.5,126.7,96.7,131.5,109.8,124.0,113.0,117.1,120.5,118.4,133.0,138.1,153.9,165.2,130.9,352.7,118.7,145.9,146.3,134.9,108.23,130.925664665,109.834228551,125.536846869
"Dec'06",189.6,106.4,123.1,149.6,107.9,141.9,114.5,127.2,116.5,116.7,126.7,127.8,140.8,144.0,169.1,162.6,146.5,294.9,123.7,128.4,126.2,120.2,115.49,138.225416569,116.539337936,132.769627774
"Jan'07",190.6,103.9,120.5,161.4,103.1,141.7,111.7,130.0,120.2,116.5,129.1,128.7,140.8,138.3,154.9,136.7,137.7,388.2,107.0,161.4,140.7,99.7,118.98,140.007348172,118.93241416,134.856416298
"Feb'07",183.3,98.5,110.1,158.2,105.4,135.3,103.2,121.7,112.6,110.5,121.2,120.1,133.8,138.2,159.3,142.4,137.1,369.1,101.0,150.9,132.8,97.9,111.76,133.794364667,106.067841293,127.81469151
"Mar'07",192.1,101.2,122.9,175.2,112.2,142.1,113.1,125.7,124.1,120.6,137.1,139.2,154.2,176.1,210.0,241.9,154.4,426.9,141.3,167.1,148.7,110.8,127.61,151.408067217,120.726710423,144.873886074
"Apr'07",167.1,101.1,118.0,139.5,103.5,118.7,107.8,133.9,113.4,111.1,128.9,127.9,150.3,120.3,159.8,137.3,119.4,419.4,90.2,138.6,114.0,94.0,106.26,133.628534591,118.584999166,128.202080034
"May'07",135.2,106.4,123.2,150.3,112.2,142.1,114.2,136.4,121.0,114.8,135.1,132.0,154.0,131.5,173.7,151.5,331.1,434.4,114.0,141.9,124.2,144.2,109.66,143.674935483,124.28056145,136.858717441
"Jun'07",122.1,90.3,122.5,152.9,115.5,138.1,111.4,136.9,117.9,122.8,132.5,128.1,157.0,140.1,172.0,184.8,402.2,493.9,116.1,125.1,121.5,157.9,103.91,145.639458984,116.645606052,136.740813607
"Jul'07",114.9,97.7,126.8,157.7,107.6,139.5,113.6,144.5,118.4,130.6,135.4,126.9,148.3,132.2,171.7,132.2,391.5,553.4,125.8,138.5,117.0,137.0,103.15,145.314839384,119.144950391,136.645877324
"Aug'07",101.4,96.2,126.6,135.0,109.2,147.6,116.9,144.2,119.5,123.0,140.3,125.8,155.5,130.8,162.3,169.9,347.7,522.1,118.4,148.0,128.6,138.2,102.89,142.381763364,121.141564798,134.59977554
"Sep'07",97.2,94.6,124.3,133.5,107.4,149.9,107.6,140.5,113.5,122.4,131.9,123.4,153.2,145.4,177.9,212.6,386.1,585.2,109.3,147.1,132.1,112.4,101.58,142.546005899,115.752545155,133.982435034
"Oct'07",106.4,96.6,125.5,131.5,105.6,149.4,111.9,142.1,117.8,120.7,132.4,131.8,161.5,139.1,175.5,144.1,399.6,764.3,105.8,158.5,147.3,122.9,110.89,148.869512057,122.00397143,140.721303364
"Nov'07",124.1,100.1,119.9,120.9,103.2,141.0,109.0,133.1,118.2,116.9,132.5,124.9,152.0,139.5,172.2,150.6,397.2,724.4,96.4,152.3,135.2,111.5,114.14,145.35347676,116.171486766,137.924170767
"Dec'07",198.5,101.5,128.3,153.7,112.8,164.5,113.1,141.8,120.6,116.6,140.3,133.1,162.7,156.8,197.1,183.3,424.1,666.4,122.0,144.6,124.8,147.8,120.43,160.471643643,121.004642418,150.731532306
"Jan'08",204.6,100.8,127.5,172.9,116.9,157.7,112.3,142.3,126.1,114.5,139.9,134.5,158.6,148.7,194.9,126.0,425.5,724.3,101.5,163.3,135.9,137.3,122.65,162.110589269,123.295537761,152.519992933
"Feb'08",198.7,97.4,123.4,174.5,109.0,167.5,110.9,139.8,121.2,109.9,135.0,131.8,155.5,153.2,202.0,126.7,387.1,683.3,105.4,171.6,126.6,152.4,120.22,159.264805145,116.441244291,149.319553543
"Mar'08",200.0,98.0,128.8,176.5,116.6,160.3,121.9,146.7,127.4,117.9,144.0,147.3,167.2,187.6,260.8,259.0,464.4,678.8,131.8,184.8,140.9,136.4,134.31,172.07497084,125.118444671,161.884548679
"Apr'08",161.0,98.2,120.2,130.2,101.2,146.3,115.1,142.7,119.5,112.6,135.9,131.1,156.8,122.4,181.8,122.4,448.4,683.8,103.5,148.3,119.7,132.1,112.32,150.977968668,120.195369844,142.329627149
"May'08",134.6,102.0,129.1,123.8,113.0,168.5,117.4,151.9,121.5,120.4,146.3,135.2,158.2,138.1,197.2,162.8,420.5,733.4,110.3,154.8,134.1,171.8,115.56,155.320094436,126.761513231,146.74515463
"Jun'08",125.5,99.9,122.9,121.7,105.1,161.7,116.0,144.9,125.7,120.8,150.3,131.7,151.4,152.6,183.3,186.8,727.8,777.9,113.0,144.3,128.8,168.9,103.55,160.705462984,119.621113295,148.375702575
"Jul'08",114.0,98.5,121.4,136.9,114.6,167.7,121.4,151.5,131.4,121.7,147.8,134.9,157.6,137.8,164.0,142.4,524.7,749.2,113.0,158.8,137.8,137.2,105.43,154.294006115,124.450181712,144.297639844
"Aug'08",101.3,97.7,116.2,109.0,100.6,152.4,122.0,149.5,123.5,117.0,136.9,127.7,166.2,140.0,155.5,155.4,527.2,811.5,110.0,156.1,139.2,147.7,105.41,151.402654743,122.071410811,141.865663487
"Sep'08",102.1,102.6,117.9,127.7,108.2,166.4,118.6,144.3,122.8,115.5,136.4,130.0,165.1,154.5,190.6,189.5,693.9,834.2,113.9,148.0,159.3,163.8,107.4,160.099489439,120.818673215,148.586613718
"Oct'08",105.9,102.0,115.8,115.4,99.6,145.7,118.5,152.8,125.3,114.3,134.6,134.5,160.1,120.4,168.6,133.2,643.6,914.5,104.5,145.8,140.9,142.3,114.65,154.645036079,127.39503469,146.171828678
"Nov'08",134.6,112.7,118.2,127.4,95.0,155.7,113.9,142.2,119.4,111.7,136.4,127.7,148.8,125.3,139.8,140.4,614.6,606.6,97.0,115.0,126.9,135.0,115.79,146.913244472,119.238956801,139.652247236
"Dec'08",188.6,98.2,119.5,177.6,104.6,166.0,117.6,141.9,121.2,113.4,143.6,137.9,155.1,192.3,144.3,143.1,572.0,660.5,117.6,74.0,111.9,134.3,124.24,156.257293892,122.905206797,148.284004291
"Jan'09",178.4,106.0,121.1,165.4,105.3,141.6,114.5,135.6,123.7,111.9,139.8,136.5,158.4,124.5,134.2,97.3,563.3,586.7,126.2,106.7,122.9,91.3,124.2,150.71996865,125.568040545,144.370863785
"Feb'09",148.7,101.9,117.0,148.1,100.9,131.7,113.6,124.7,118.1,105.6,143.7,137.0,158.8,134.3,163.1,106.0,317.9,623.8,148.6,138.2,129.7,129.1,120.61,144.773102443,117.178990249,138.505723416
"Mar'09",129.5,112.4,121.5,131.4,104.2,159.7,127.4,126.3,128.7,114.6,159.5,155.1,171.4,185.2,229.2,206.5,315.6,737.7,179.6,166.4,156.5,156.5,135.64,159.699425265,132.951630977,153.534029972
"Apr'09",106.6,108.1,126.4,155.8,100.8,133.7,118.9,126.4,112.2,119.2,153.8,144.4,151.8,118.8,179.9,107.0,360.4,718.7,76.2,137.4,135.4,141.1,115.76,145.541385844,128.725429756,139.59050102
"May'09",118.4,108.6,124.1,125.0,99.9,151.5,121.1,131.2,115.4,122.3,155.6,142.0,161.5,130.2,178.1,126.9,436.1,687.8,87.2,144.9,141.7,149.7,119.25,150.785190021,130.928449541,144.272331822
"Jun'09",116.0,74.1,124.6,133.5,109.5,161.0,120.9,128.8,119.8,123.4,164.3,141.1,160.2,145.4,175.1,165.9,458.1,780.2,90.9,145.2,149.1,145.9,117.13,153.372525885,129.138240513,145.741662616
"Jul'09",120.7,98.6,131.2,141.6,110.7,160.0,122.6,134.5,117.4,126.0,154.4,144.2,163.1,147.3,169.6,128.8,366.4,800.6,102.7,165.3,157.7,162.1,113.39,155.287971267,129.72271515,146.719163653
"Aug'09",102.9,101.4,130.4,122.2,109.2,153.2,122.5,131.4,127.8,132.8,154.9,137.0,160.8,151.7,169.9,154.7,498.6,792.5,87.6,169.0,163.6,166.7,114.9,157.857653747,135.042251794,149.42250184
"Sep'09",97.5,100.6,127.2,120.0,105.0,150.3,120.0,129.8,124.4,124.5,165.7,132.5,158.6,158.6,190.3,160.1,652.3,794.6,107.5,179.4,170.7,158.0,112.78,161.057610356,129.9025535,151.008993393
"Oct'09",104.5,101.9,128.7,105.5,102.7,152.8,114.6,136.1,131.0,117.8,157.9,138.7,155.9,145.4,173.7,119.8,560.2,838.4,106.2,176.6,159.7,158.2,122.8,157.02864157,132.457075515,149.648090029
"Nov'09",139.5,101.4,130.3,118.1,102.4,158.6,117.9,134.0,118.9,116.2,173.5,139.5,161.8,155.8,177.9,128.9,363.1,864.7,94.7,185.2,174.7,130.4,124.9,156.619928289,121.423584028,148.498483167
"Dec'09",185.2,108.6,131.3,167.3,107.1,180.3,120.7,140.5,124.0,120.3,178.2,154.0,161.5,168.0,198.5,326.0,451.1,917.6,125.5,186.2,195.1,148.3,133.58,172.25282203,129.600098094,162.377855614
"Jan'10",179.6,111.4,124.1,146.9,105.3,163.7,123.5,139.2,127.4,118.2,178.4,155.7,172.8,164.4,207.4,102.8,436.2,941.0,105.1,203.3,204.2,154.0,138.62,172.550405088,132.536776602,163.619071725
"Feb'10",172.3,105.1,120.6,156.7,105.0,173.5,117.1,133.0,116.3,110.1,172.8,149.1,160.1,165.1,236.6,124.7,430.5,805.4,94.5,215.9,181.6,153.3,130.46,166.924226693,125.788976045,157.518473663
"Mar'10",158.9,104.5,129.4,152.8,111.5,182.1,133.1,140.9,126.4,118.0,199.4,167.1,180.7,252.4,319.5,207.7,497.1,767.5,132.5,240.9,219.9,164.3,150.65,185.746504661,144.028774136,176.474291415
"Apr'10",137.3,114.2,131.0,143.3,108.8,168.2,118.7,140.0,115.7,114.2,185.9,155.8,160.6,137.7,256.4,108.6,486.5,791.2,88.1,210.9,184.7,159.6,126.41,166.56771359,137.136571559,157.846469465
"May'10",122.8,108.1,131.9,142.8,123.1,169.1,130.0,146.8,117.7,120.7,190.4,154.2,166.5,150.8,251.7,100.8,410.0,807.6,94.7,195.4,182.2,137.4,128.62,164.178896158,138.963013927,156.543552818
"Jun'10",135.0,96.2,130.1,144.8,101.6,150.3,126.0,140.2,122.4,124.7,187.1,146.7,162.3,165.5,227.4,150.4,352.8,1014.3,118.2,202.2,189.5,131.6,125.25,165.549172975,133.659642299,156.554295073
"Jul'10",115.9,114.2,135.8,143.9,113.0,154.1,130.7,148.4,121.9,127.7,185.5,144.0,164.8,165.1,219.1,95.8,588.1,956.0,109.8,228.6,202.0,139.3,123.25,172.1,134.5,161.3
"Aug'10",105.3,111.4,141.7,138.3,114.3,156.1,137.2,148.5,116.7,124.5,178.3,142.2,171.5,167.5,218.4,159.0,401.8,864.0,106.3,225.0,208.8,134.5,121.71,165.2,136.4,156.1
"Sep'10",103.3,110.4,139.2,121.8,109.9,144.3,130.1,142.0,110.9,125.0,180.1,142.6,172.4,186.1,249.1,171.3,552.1,892.4,107.5,237.3,207.7,165.7,117.66,172.1,132.2,160.3
"Oct,10",100.6,111.9,143.9,121.7,114.5,141.0,133.5,162.2,120.7,121.7,186.5,154.6,184.7,171.9,236.2,132.3,649.3,941.1,96.5,224.6,229.5,145.0,130.28,176.4,144.1,166.6
"Nov'10",123.5,98.5,131.0,114.6,106.3,146.8,127.9,141.8,116.7,121.3,170.2,136.4,177.5,169.2,208.6,145.1,495.8,954.9,94.7,219.0,198.8,130.7,133.54,166.8,127.0,158.0
"Dec'10",186.4,87.3,138.0,165.7,120.0,164.5,135.8,156.3,131.2,124.8,200.3,154.4,184.2,198.3,250.5,179.7,549.8,962.9,112.2,245.7,216.0,130.0,141.5,187.3,137.3,175.6
"Jan'11",191.4,106.1,142.2,145.5,118.8,153.6,134.7,154.2,137.1,125.8,190.8,157.2,195.4,179.2,265.0,148.2,383.4,1002.0,106.3,251.9,217.0,141.2,141.0,186.5,146.4,175.9
"Feb'11",196.0,103.2,130.1,155.7,117.1,161.9,130.2,148.1,118.7,120.6,182.7,154.2,178.3,197.2,286.1,138.4,261.5,938.4,98.3,263.6,229.8,137.8,131.97,179.4,134.3,168.0
"Mar'11",196.9,87.4,135.5,168.0,124.1,168.0,142.4,157.4,128.5,126.3,184.7,174.1,202.1,304.9,406.6,226.4,533.6,812.9,160.7,295.1,262.9,141.3,151.19,206.2,154.4,193.1
"Apr'11",154.6,116.8,130.5,144.0,116.2,143.6,130.2,156.8,123.5,123.5,177.6,153.7,183.0,163.7,253.8,149.3,499.2,723.1,79.8,259.1,218.2,131.6,128.39,176.1,146.0,166.2
"May'11",151.3,107.9,125.3,142.8,117.2,155.4,137.1,161.1,126.1,126.0,185.7,153.1,188.4,171.7,235.5,134.5,389.0,802.4,111.0,240.5,220.1,150.5,130.88,174.5,153.3,166.2
"Jun'11",158.0,106.9,128.2,122.8,118.0,149.1,132.5,154.8,127.7,122.8,186.0,147.4,194.5,190.5,233.4,177.3,679.1,913.7,103.5,231.5,224.1,146.0,123.5,184.0,144.3,171.4
"Jul'11",140.4,102.8,136.3,125.2,124.1,159.0,141.1,159.1,125.3,121.6,191.6,158.6,197.2,188.2,213.3,110.5,336.3,1069.9,98.1,252.1,236.6,149.8,124.1,177.4,152.1,167.2
"Aug'11",114.0,90.2,139.2,114.9,120.5,155.7,136.6,158.2,126.7,122.5,175.5,151.9,190.6,186.3,217.1,116.4,380.5,972.4,97.3,243.2,235.9,136.9,115.0,171.7,149.4,161.4
"Sep'11",109.9,126.1,140.1,125.8,118.4,147.5,137.2,154.2,114.0,125.2,176.3,144.8,190.2,206.8,242.6,199.8,398.0,1117.9,121.9,250.6,247.0,150.5,108.8,177.4,144.1,164.3
"Oct'11",116.4,113.8,126.8,112.2,109.1,143.3,138.8,166.5,116.5,118.1,164.8,159.8,189.0,181.9,204.4,100.5,266.2,1084.5,124.7,208.4,233.6,146.9,122.6,165.9,152.1,158.3
"Nov'11",162.1,122.4,128.3,116.5,108.2,162.8,140.2,239.9,128.0,118.4,185.9,155.9,184.8,200.3,225.7,135.8,306.5,1023.7,132.9,274.7,245.4,116.5,128.8,177.8,145.6,167.5
"Dec'11",222.6,111.2,138.5,173.1,124.2,187.6,139.8,246.8,130.6,129.6,192.3,167.2,197.6,226.6,238.5,196.4,283.4,1083.7,154.9,258.9,237.1,116.2,136.8,192.6,149.8,180.3
"Jan'12",224.6,113.3,141.0,161.3,121.5,170.8,140.0,240.7,128.4,118.6,191.8,167.9,196.9,210.9,244.2,99.6,267.5,863.8,137.7,293.2,227.8,131.4,138.0,188.6,151.1,177.6
"Feb'12",205.4,108.0,135.7,154.2,119.6,171.2,136.0,235.1,126.9,117.9,187.5,163.1,193.7,214.0,265.9,120.5,294.6,791.0,147.1,306.9,230.9,134.7,135.0,186.8,145.1,175.2
"Mar'12",218.7,96.8,138.5,68.4,125.0,164.9,146.6,240.8,135.5,127.6,200.4,179.8,199.1,298.3,320.9,244.3,305.1,960.1,125.2,283.7,273.1,151.8,149.6,198.7,158.6,187.6
"Apr'12",160.0,106.8,134.6,129.2,126.5,136.7,129.9,177.9,120.0,122.0,189.2,162.0,187.0,167.1,260.2,137.1,244.5,881.9,106.3,258.9,216.7,123.9,124.8,173.0,152.7,164.1
"May'12",149.9,105.0,140.8,132.3,130.0,151.7,135.6,180.5,130.0,124.6,202.5,165.7,196.6,184.4,249.4,140.5,308.5,938.2,112.7,253.7,226.1,128.2,130.0,179.0,162.3,170.3
"Jun'12",149.7,100.3,143.0,121.8,125.7,149.9,136.7,178.8,133.4,121.3,195.6,160.4,195.1,189.8,230.6,175.0,329.5,1066.6,120.9,221.0,224.0,140.9,122.1,178.1,157.0,168.0
"Jul'12",131.2,97.7,148.2,116.4,120.8,153.2,142.7,187.3,136.2,131.9,182.8,159.0,192.0,185.0,223.1,95.3,312.5,1122.4,101.1,236.0,230.7,132.2,119.7,177.4,156.3,167.1
"Aug'12",121.6,86.0,146.6,126.2,117.1,150.3,139.1,182.7,136.1,135.1,172.1,146.5,197.6,197.1,215.6,101.1,363.8,1036.3,111.1,220.0,217.9,133.5,114.6,175.8,152.2,164.7
"Sept'12",114.6,99.9,143.4,143.1,123.8,142.4,139.0,180.1,122.5,126.0,177.1,149.0,189.4,202.8,208.8,138.4,321.5,1131.1,128.6,248.2,237.4,131.4,111.2,174.6,149.7,163.1
"Oct'12",134.7,104.0,141.9,126.1,126.5,134.1,145.6,189.4,142.5,129.6,187.7,159.5,193.9,180.7,202.2,106.9,336.3,1286.4,109.8,262.5,244.9,151.2,122.4,182.4,160.5,171.6
"Nov'12",171.4,112.6,132.7,114.9,123.5,132.1,134.6,182.9,138.9,118.0,168.5,140.6,197.7,174.8,184.8,106.0,382.6,1180.4,117.0,223.3,227.0,119.8,121.7,176.8,149.1,166.1
"Dec'12",233.3,116.2,145.9,158.9,128.4,151.9,141.0,188.2,142.8,131.3,191.7,162.3,202.7,194.6,208.9,162.6,421.4,865.7,112.6,224.9,246.5,139.2,132.2,191.2,157.6,179.4
"Jan'13",237.9,135.7,141.4,190.5,133.1,142.7,139.6,185.9,142.6,131.9,183.5,170.2,207.3,193.3,216.9,88.1,392.4,824.8,103.9,259.8,253.6,121.2,134.0,193.7,160.7,181.8
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Note:  For Jan'13 the indices are quick estimates.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Annual Average (Apr-Mar) Indices","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005-06",113.166666667,101.033333333,108.325,114.083333333,90.8666666667,106.841666667,106.325,113.683333333,100.641666667,101.016666667,112.258333333,107.808333333,115.533333333,111.141666667,126.066666667,145.333333333,116.775,122.683333333,95.35,110.133333333,115.308333333,116.208333333,102.2675,110.287848092,105.163029595,108.623731136
"2006-07",131.183333333,102.883333333,116.8,137.191666667,103.966666667,126.025,111.008333333,122.8,112.583333333,110.433333333,119.641666667,119.541666667,132.566666667,133.308333333,150.925,155.508333333,131.558333333,312.816666667,104.783333333,138.041666667,132.858333333,111.725,107.549166667,126.78744581,112.804967353,122.621450154
"2007-08",147.516666667,98.3916666667,124.566666667,149.908333333,109.958333333,148.025,112.55,140.183333333,119.583333333,118.433333333,135.683333333,130.625,156.316666667,143.766666667,184.991666667,164.833333333,372.991666667,604.158333333,111.391666667,151.191666667,129.008333333,132.666666667,112.5075,150.110877951,119.965462862,141.677566714
"2008-09",135.35,102.675,120.066666667,134.55,104.358333333,155.283333333,118.0,142.358333333,123.4,114.958333333,142.6,134.941666667,158.991666667,143.95,170.966666667,148.816666667,530.791666667,726.65,119.766666667,138.033333333,133.975,142.5,115.4,153.817312266,123.263010181,145.226591565
"2009-10",133.508333333,102.025,127.358333333,137.116666667,105.758333333,160.058333333,121.075,133.816666667,121.75,120.733333333,167.408333333,145.441666667,162.4,158.591666667,198.041666667,154.441666667,459.175,809.083333333,100.883333333,179.108333333,171.116666667,152.666666667,124.518333333,161.252072121,130.774577056,152.90761833
"2010-11",142.866666667,104.075,135.866666667,142.175,114.291666667,156.491666667,131.433333333,148.825,121.516666667,123.108333333,185.208333333,151.366666667,176.691666667,182.783333333,256.258333333,146.333333333,472.058333333,911.475,107.775,233.275,210.741666667,141.175,131.031666667,175.691315227,138.029935649,165.487026446
"2011-2012",164.833333333,109.683333333,134.033333333,130.1,118.5,159.241666667,138.008333333,192.833333333,125.766666667,122.65,184.616666667,158.6,192.083333333,203.266666667,241.275,148.741666667,367.116666667,950.516666667,119.508333333,258.566666667,235.816666667,138.566666667,128.455833333,180.958333333,149.291666667,170.266666667
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Growth over corresponding period of previous year","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005-06",13.1666666667,1.03333333333,8.325,14.0833333333,-9.13333333333,6.84166666667,6.325,13.6833333333,0.641666666667,1.01666666667,12.2583333333,7.80833333333,15.5333333333,11.1416666667,26.0666666667,45.3333333333,16.775,22.6833333333,-4.65,10.1333333333,15.3083333333,16.2083333333,2.2675,10.287848092,5.16302959499,8.6237311365
"2006-07",15.9,1.8,7.8,20.3,14.4,18.0,4.4,8.0,11.9,9.3,6.6,10.9,14.7,19.9,19.7,7.0,12.7,155.0,9.9,25.3,15.2,-3.9,5.2,15.0,7.3,12.9
"2007-08",12.5,-4.4,6.6,9.3,5.8,17.5,1.4,14.2,6.2,7.2,13.4,9.3,17.9,7.8,22.6,6.0,183.5,93.1,6.3,9.5,-2.9,18.7,4.6,18.4,6.3,15.5
"2008-09",-8.2,4.4,-3.6,-10.2,-5.1,4.9,4.8,1.6,3.2,-2.9,5.1,3.3,1.7,0.1,-7.6,-9.7,42.3,20.3,7.5,-8.7,3.8,7.4,2.6,2.5,2.7,2.5
"2009-10",-1.4,-0.6,6.1,1.9,1.3,3.1,2.6,-6.0,-1.3,5.0,17.4,7.8,2.1,10.2,15.8,3.8,-13.5,11.3,-15.8,29.8,27.7,7.1,7.9,4.8,6.1,5.3
"2010-2011",7.0,2.0,6.7,3.7,8.1,-2.2,8.6,11.2,-0.2,2.0,10.6,4.1,8.8,15.3,29.4,-5.3,2.8,12.7,6.8,30.2,23.2,-7.5,5.2,9.0,5.5,8.2
"2011-2012",15.4,5.4,-1.3,-8.5,3.7,1.8,5.0,29.6,3.5,-0.4,-0.3,4.8,8.7,11.2,-5.8,1.6,-22.2,4.3,10.9,10.8,11.9,-1.8,-2.0,3.0,8.2,2.9
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Note:  For Jan'13 the indices are quick estimates.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Industry code*","Description","","","","","","","","","","","","","","","","","","","","","","","","",""
"15","Food products and beverages","","","","","","","","","","","","","","","","","","","","","","","","",""
"16","Tobacco products","","","","","","","","","","","","","","","","","","","","","","","","",""
"17","Textiles","","","","","","","","","","","","","","","","","","","","","","","","",""
"18","Wearing apparel; dressing and dyeing of fur","","","","","","","","","","","","","","","","","","","","","","","","",""
"19","Luggage, handbags, saddlery, harness & footwear; tanning and dressing of leather products","","","","","","","","","","","","","","","","","","","","","","","","",""
"20","Wood and products of wood & cork except furniture; articles of straw & plating materials","","","","","","","","","","","","","","","","","","","","","","","","",""
"21","Paper and paper products","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","Publishing, printing & reproduction of recorded media","","","","","","","","","","","","","","","","","","","","","","","","",""
